Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_On_Foot_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Bicycle_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Bus_Minibus_Coach_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Train_Dart_Luas_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Motorcycle_Scooter_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Car_Driver_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Car_Passenger_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Van_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Other_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Soft_Modes_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Public_Transport_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Private_Transport_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Total_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Before_0630_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0630_0700_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0701_0730_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0731_8000_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0801_0830_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0831_0900_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0901_0930_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_After_0930_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Not_Stated_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Total_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Under_15_mins_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Quarter_To_Under_Half_Hour_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Half_Hour_To_Under_Three_Quarter_Hours_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Three_Quarter_Hours_To_Under_One_Hour_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_One_Hour_To_Under_One_Hour_Thirty_Mins_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_One_And_Half_Hours_And_Over_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Not_Stated_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Total_2011
12063,47024003,A047024003,18310,310 Ballydehob,Cork County,South-West,SE,Southern,3,1,2,0,0,23,16,6,15,4,2,45,66,0,1,2,14,7,12,11,4,8,59,27,10,4,3,2,1,12,59
12065,47024005,A047024005,18310,310 Ballydehob,Cork County,South-West,SE,Southern,18,0,9,0,0,28,16,8,18,18,9,52,97,2,5,4,14,14,17,15,10,4,85,38,20,7,1,3,4,12,85
12066,47024006,A047024006,18310,310 Ballydehob,Cork County,South-West,SE,Southern,12,0,5,1,0,22,5,6,7,12,6,33,58,0,4,2,8,5,14,11,6,5,55,23,18,2,0,2,2,8,55
11549,47025001,A047025001,18179,179 Ballyfeard,Cork County,South-West,SE,Southern,9,1,34,0,2,117,42,12,23,10,34,173,240,12,15,29,49,42,37,34,1,4,223,33,91,67,14,9,3,6,223
11550,47026001,A047026001,18180,180 Ballyfoyle,Cork County,South-West,SE,Southern,11,0,24,0,1,118,32,9,28,11,24,160,223,6,10,33,44,36,28,25,12,10,204,42,39,67,31,7,1,17,204
10932,47027001,A047027001,18076,076 Ballygarvan,Cork County,South-West,SE,Southern,8,1,17,0,0,88,36,16,12,9,17,140,178,6,3,14,56,43,19,17,11,1,170,33,84,35,8,4,3,3,170
10933,47027002,A047027002,18076,076 Ballygarvan,Cork County,South-West,SE,Southern,2,0,17,0,2,94,40,8,18,2,17,144,181,10,8,10,43,44,29,15,7,1,167,26,99,33,4,1,2,2,167
10934,47027003,A047027003,18076,076 Ballygarvan,Cork County,South-West,SE,Southern,4,0,51,0,0,95,22,14,25,4,51,131,211,6,15,15,52,34,25,32,8,6,193,52,79,45,3,1,1,12,193
10935,47027004,A047027004,18076,076 Ballygarvan,Cork County,South-West,SE,Southern,37,0,5,0,1,178,63,10,12,37,5,252,306,10,17,27,87,48,30,64,13,6,302,92,135,50,6,7,1,11,302
10936,47027005,A047027005,18076,076 Ballygarvan,Cork County,South-West,SE,Southern,20,1,15,1,0,117,59,19,19,21,16,195,251,5,13,19,70,48,22,36,20,6,239,65,97,47,7,6,0,17,239
10648,47028001,A047028001,18012,012 Ballygroman,Cork County,South-West,SE,Southern,6,0,9,0,0,77,35,10,7,6,9,122,144,5,8,7,25,31,34,18,11,2,141,52,61,15,1,2,1,9,141
10649,47028002,A047028002,18012,012 Ballygroman,Cork County,South-West,SE,Southern,5,2,4,1,0,132,12,8,3,7,5,152,167,3,10,22,42,55,16,7,10,2,167,30,88,33,7,4,2,3,167
10650,47028003,A047028003,18012,012 Ballygroman,Cork County,South-West,SE,Southern,8,3,1,0,1,90,28,5,6,11,1,124,142,1,5,11,41,35,34,7,3,2,139,40,49,37,3,1,2,7,139
10651,47028004,A047028004,18012,012 Ballygroman,Cork County,South-West,SE,Southern,11,3,2,0,0,101,23,5,5,14,2,129,150,12,8,15,26,38,27,8,11,2,147,49,53,31,2,3,1,8,147
10652,47028005,A047028005,18012,012 Ballygroman,Cork County,South-West,SE,Southern,6,1,15,0,1,108,80,16,14,7,15,205,241,11,7,29,34,70,23,39,16,1,230,66,91,55,10,3,0,5,230
10653,47028006,A047028006,18012,012 Ballygroman,Cork County,South-West,SE,Southern,4,1,12,0,0,117,69,7,24,5,12,193,234,12,11,18,37,60,39,25,12,7,221,60,88,48,5,4,3,13,221
11473,47029001,A047029001,18146,146 Ballyhoolahan,Cork County,South-West,SE,Southern,17,1,19,0,1,77,34,7,26,18,19,119,182,7,8,19,22,13,58,26,6,7,166,69,23,33,7,21,2,11,166
11386,47030001,A047030001,18122,122 Ballyhooly,Cork County,South-West,SE,Southern,5,1,7,0,0,73,16,13,19,6,7,102,134,4,12,14,25,27,14,15,4,3,118,28,30,30,15,10,0,5,118
11387,47030002,A047030002,18122,122 Ballyhooly,Cork County,South-West,SE,Southern,26,1,12,0,0,63,25,10,8,27,12,98,145,10,15,22,22,17,13,35,5,1,140,49,25,32,14,10,2,8,140
11388,47030003,A047030003,18122,122 Ballyhooly,Cork County,South-West,SE,Southern,13,0,16,0,0,66,22,8,10,13,16,96,135,3,10,8,21,25,21,34,3,6,131,40,25,31,22,4,0,9,131
11389,47030004,A047030004,18122,122 Ballyhooly,Cork County,South-West,SE,Southern,13,0,8,0,0,51,11,5,5,13,8,67,93,8,5,11,11,22,8,19,1,6,91,27,25,22,8,5,0,4,91
11551,47031001,A047031001,18181,181 Ballymackean,Cork County,South-West,SE,Southern,5,0,19,0,0,40,13,10,20,5,19,63,107,4,11,15,18,16,12,10,4,0,90,16,27,26,14,3,1,3,90
11552,47031002,A047031002,18181,181 Ballymackean,Cork County,South-West,SE,Southern,2,0,20,0,0,52,7,12,8,2,20,71,101,5,11,13,21,18,6,10,9,2,95,5,32,23,18,10,1,6,95
11553,47032001,A047032001,18182,182 Ballymartle,Cork County,South-West,SE,Southern,3,3,42,0,0,111,25,8,31,6,42,144,223,6,18,25,45,46,30,17,9,5,201,38,82,58,8,3,2,10,201
11554,47032002,A047032002,18182,182 Ballymartle,Cork County,South-West,SE,Southern,6,0,27,0,0,90,31,11,17,6,27,132,182,3,14,15,43,37,29,21,5,2,169,37,73,39,7,4,2,7,169
11555,47032003,A047032003,18182,182 Ballymartle,Cork County,South-West,SE,Southern,2,3,37,0,0,82,39,6,20,5,37,127,189,3,6,22,41,31,33,30,5,5,176,40,75,47,3,1,1,9,176
11556,47032004,A047032004,18182,182 Ballymartle,Cork County,South-West,SE,Southern,4,0,40,0,0,139,33,14,6,4,40,186,236,4,12,27,48,49,42,32,16,1,231,52,90,65,9,2,2,11,231
10654,47033001,A047033001,18013,013 Ballymodan,Cork County,South-West,SE,Southern,3,0,11,1,0,78,44,13,13,3,12,135,163,2,6,16,23,22,43,32,7,2,153,66,29,30,17,10,0,1,153
10655,47033002,A047033002,18013,013 Ballymodan,Cork County,South-West,SE,Southern,3,1,22,0,0,74,40,16,10,4,22,130,166,2,8,12,17,41,52,16,7,3,158,60,42,32,10,8,0,6,158
10656,47033003,A047033003,18013,013 Ballymodan,Cork County,South-West,SE,Southern,11,1,7,0,0,86,47,9,17,12,7,142,178,8,12,15,21,28,46,27,6,6,169,76,30,37,13,4,1,8,169
10657,47033004,A047033004,18013,013 Ballymodan,Cork County,South-West,SE,Southern,59,1,8,1,1,82,47,12,29,60,9,142,240,5,12,8,27,52,79,27,4,6,220,131,42,24,4,4,5,10,220
10658,47033005,A047033005,18013,013 Ballymodan,Cork County,South-West,SE,Southern,8,2,4,0,0,46,39,5,7,10,4,90,111,14,7,10,10,14,33,7,7,6,108,62,24,13,3,0,0,6,108
10659,47033006,A047033006,18013,013 Ballymodan,Cork County,South-West,SE,Southern,44,0,12,0,0,87,31,10,3,44,12,128,187,9,19,16,27,23,57,18,16,2,187,88,41,32,15,2,0,9,187
10660,47033007,A047033007,18013,013 Ballymodan,Cork County,South-West,SE,Southern,25,0,7,0,0,66,34,5,8,25,7,105,145,7,7,7,13,19,56,17,9,3,138,79,20,26,5,3,2,3,138
10661,47033008,A047033008,18013,013 Ballymodan,Cork County,South-West,SE,Southern,20,1,11,1,2,82,49,10,8,21,12,143,184,4,14,16,24,30,62,20,6,3,179,80,27,45,9,12,1,5,179
10662,47033009,A047033009,18013,013 Ballymodan,Cork County,South-West,SE,Southern,16,0,2,0,0,59,44,9,11,16,2,112,141,4,6,8,12,25,39,24,13,4,135,80,12,25,5,5,1,7,135
10663,47033010,A047033010,18013,013 Ballymodan,Cork County,South-West,SE,Southern,24,0,18,0,0,52,45,6,4,24,18,103,149,3,11,7,13,30,49,15,18,2,148,73,25,29,10,4,0,7,148
10664,47033011,A047033011,18013,013 Ballymodan,Cork County,South-West,SE,Southern,9,0,5,0,0,43,29,2,9,9,5,74,97,1,4,6,10,12,37,17,2,3,92,47,18,14,2,2,2,7,92
10665,47033012,A047033012,18013,013 Ballymodan,Cork County,South-West,SE,Southern,16,0,1,0,0,42,12,2,3,16,1,56,76,10,1,11,10,14,17,4,7,2,76,29,20,11,5,4,1,6,76
10666,47033013,A047033013,18013,013 Ballymodan,Cork County,South-West,SE,Southern,17,0,5,0,0,68,30,3,3,17,5,101,126,9,6,14,12,23,35,6,19,1,125,53,29,25,10,4,2,2,125
10667,47033014,A047033014,18013,013 Ballymodan,Cork County,South-West,SE,Southern,11,1,20,0,0,65,37,5,9,12,20,107,148,23,9,14,7,35,34,7,10,6,145,69,28,28,7,2,4,7,145
10668,47033015,A047033015,18013,013 Ballymodan,Cork County,South-West,SE,Southern,14,1,53,0,1,50,56,5,16,15,53,112,196,3,7,10,19,46,70,13,11,17,196,84,53,24,8,3,0,24,196
10669,47033016,A047033016,18013,013 Ballymodan,Cork County,South-West,SE,Southern,23,2,5,1,1,103,35,4,9,25,6,143,183,7,20,12,12,26,62,26,13,3,181,88,33,33,14,7,0,6,181
10670,47033017,A047033017,18013,013 Ballymodan,Cork County,South-West,SE,Southern,16,1,30,0,0,80,44,7,22,17,30,131,200,2,8,10,26,43,53,24,13,12,191,89,35,41,7,5,0,14,191
11354,47034001,A047034001,18107,107 Ballymoney,Cork County,South-West,SE,Southern,21,2,22,0,0,59,22,15,12,23,22,96,153,6,8,10,24,18,38,22,11,7,144,58,49,12,14,2,1,8,144
11355,47034002,A047034002,18107,107 Ballymoney,Cork County,South-West,SE,Southern,4,0,47,0,1,95,33,8,30,4,47,137,218,14,17,6,27,42,51,26,9,4,196,76,72,23,13,6,0,6,196
11356,47034003,A047034003,18107,107 Ballymoney,Cork County,South-West,SE,Southern,6,1,18,0,0,73,21,11,16,7,18,105,146,4,9,10,24,28,40,11,3,2,131,29,47,26,15,10,1,3,131
10671,47035001,A047035001,18014,014 Ballymurphy,Cork County,South-West,SE,Southern,8,0,26,0,0,76,44,14,22,8,26,134,190,3,10,9,24,34,67,18,7,3,175,63,59,34,8,4,1,6,175
10672,47035002,A047035002,18014,014 Ballymurphy,Cork County,South-West,SE,Southern,8,1,35,0,0,115,56,13,16,9,35,184,244,7,12,26,42,55,79,9,2,5,237,71,80,65,11,1,0,9,237
10673,47035003,A047035003,18014,014 Ballymurphy,Cork County,South-West,SE,Southern,2,1,28,0,0,108,56,7,12,3,28,171,214,4,10,20,40,45,69,8,7,9,212,63,77,50,8,2,0,12,212
10937,47036001,A047036001,18077,077 Ballynaglogh,Cork County,South-West,SE,Southern,9,0,26,0,0,134,74,14,29,9,26,222,286,8,19,31,47,61,47,35,9,7,264,70,69,84,19,6,2,14,264
11705,47037001,A047037001,18223,223 Ballynamona,Cork County,South-West,SE,Southern,5,1,7,0,0,79,52,9,16,6,7,140,169,9,10,12,19,32,28,33,8,4,155,63,39,26,18,6,0,3,155
11706,47037002,A047037002,18223,223 Ballynamona,Cork County,South-West,SE,Southern,7,1,10,2,1,56,29,12,17,8,12,98,135,2,12,15,26,21,19,23,3,3,124,38,33,37,8,2,0,6,124
11707,47037003,A047037003,18223,223 Ballynamona,Cork County,South-West,SE,Southern,3,0,4,2,1,77,46,10,21,3,6,134,164,6,16,14,20,42,20,23,3,6,150,51,34,37,15,2,1,10,150
11708,47037004,A047037004,18223,223 Ballynamona,Cork County,South-West,SE,Southern,10,0,26,3,0,85,28,19,16,10,29,132,187,8,12,29,27,23,17,46,8,2,172,52,43,54,11,4,3,5,172
11390,47038001,A047038001,18123,123 Ballynoe,Cork County,South-West,SE,Southern,8,1,17,0,1,55,32,4,24,9,17,92,142,12,3,16,30,24,25,6,5,1,122,29,40,35,10,5,1,2,122
11391,47038002,A047038002,18123,123 Ballynoe,Cork County,South-West,SE,Southern,5,0,18,0,0,55,26,5,8,5,18,86,117,6,9,10,33,9,28,10,5,1,111,31,29,25,8,11,2,5,111
11392,47038003,A047038003,18123,123 Ballynoe,Cork County,South-West,SE,Southern,4,0,36,1,0,78,17,10,19,4,37,105,165,10,5,21,36,32,31,4,8,8,155,31,36,30,27,17,0,14,155
11815,47039001,A047039001,18248,248 Ballyspillane,Cork County,South-West,SE,Southern,6,0,28,3,1,80,42,16,30,6,31,139,206,2,9,18,38,43,55,7,8,13,193,58,67,31,8,8,1,20,193
11474,47040001,A047040001,18147,147 Banteer,Cork County,South-West,SE,Southern,19,2,5,4,0,52,18,4,3,21,9,74,107,1,11,3,20,24,13,24,7,1,104,40,17,13,18,6,1,9,104
11475,47040002,A047040002,18147,147 Banteer,Cork County,South-West,SE,Southern,11,0,19,1,0,107,35,15,31,11,20,157,219,9,17,23,28,35,43,26,9,8,198,54,48,32,21,24,2,17,198
11476,47040003,A047040003,18147,147 Banteer,Cork County,South-West,SE,Southern,19,0,14,3,0,35,17,5,6,19,17,57,99,2,4,11,15,24,9,23,4,2,94,31,31,12,10,6,1,3,94
10737,47042001,A047042001,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,27,1,4,0,0,46,27,9,2,28,4,82,116,3,6,11,14,23,35,6,15,2,115,67,27,8,2,3,4,4,115
10738,47042002,A047042002,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,33,1,2,0,0,50,10,5,4,34,2,65,105,2,6,9,15,17,30,5,16,2,102,55,19,11,1,5,6,5,102
10739,47042003,A047042003,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,30,0,1,0,0,21,14,4,4,30,1,39,74,1,0,15,12,7,20,2,9,6,72,38,17,10,0,4,0,3,72
10740,47042004,A047042004,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,22,0,1,0,0,8,1,2,5,22,1,11,39,1,7,5,1,3,12,0,4,4,37,23,5,4,0,1,0,4,37
10741,47042005,A047042005,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,22,0,4,0,0,3,6,4,6,22,4,13,45,0,0,4,7,10,9,2,9,3,44,21,9,4,2,2,0,6,44
10742,47042006,A047042006,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,24,1,2,0,0,23,15,6,4,25,2,44,75,1,3,5,13,13,20,6,10,3,74,38,18,6,1,4,0,7,74
10743,47042007,A047042007,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,31,0,0,0,0,18,8,4,8,31,0,30,69,0,4,4,7,8,23,9,4,9,68,34,10,4,0,5,1,14,68
10744,47042008,A047042008,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,2,0,1,0,1,45,36,6,6,2,1,88,97,4,4,7,9,10,47,7,5,1,94,41,21,15,3,4,1,9,94
10745,47042009,A047042009,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,58,1,4,0,0,59,55,11,6,59,4,125,194,4,9,8,20,32,94,7,16,2,192,118,41,17,5,2,4,5,192
10746,47042010,A047042010,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,40,0,4,0,0,76,29,14,9,40,4,119,172,3,10,11,27,30,53,11,15,12,172,97,25,16,5,9,2,18,172
10747,47042011,A047042011,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,14,0,2,0,0,51,30,16,6,14,2,97,119,3,7,7,14,18,46,6,11,5,117,79,10,12,1,3,2,10,117
10748,47042012,A047042012,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,14,1,5,1,0,48,42,5,6,15,6,95,122,4,5,7,8,20,53,13,8,3,121,78,19,10,2,0,4,8,121
10749,47042013,A047042013,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,22,2,0,0,0,26,13,3,6,24,0,42,72,1,1,7,16,9,23,3,5,5,70,40,10,6,1,1,1,11,70
10750,47042014,A047042014,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,48,3,2,0,0,66,67,7,3,51,2,140,196,7,4,11,20,35,71,19,22,7,196,114,49,13,3,4,2,11,196
10751,47042015,A047042015,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,39,1,6,0,0,59,35,13,4,40,6,107,157,1,9,8,15,31,64,10,15,3,156,103,21,12,3,8,3,6,156
10752,47042016,A047042016,18034,034 Bantry Urban,Cork County,South-West,SE,Southern,36,0,1,0,0,61,30,13,3,36,1,104,144,1,7,16,18,20,66,5,9,1,143,91,31,11,2,5,0,3,143
11477,47043001,A047043001,18148,148 Barleyhill,Cork County,South-West,SE,Southern,7,0,33,0,1,72,32,11,31,7,33,116,187,3,9,16,26,27,50,23,2,8,164,59,43,32,6,9,3,12,164
11478,47043002,A047043002,18148,148 Barleyhill,Cork County,South-West,SE,Southern,14,0,14,0,0,50,26,9,22,14,14,85,135,6,9,15,26,16,37,1,4,6,120,44,16,19,14,14,1,12,120
11479,47044001,A047044001,18149,149 Barnacurra,Cork County,South-West,SE,Southern,6,0,12,0,0,67,19,16,22,6,12,102,142,5,8,18,19,24,29,14,5,8,130,41,36,23,5,9,3,13,130
10684,47045001,A047045001,18016,016 Baurleigh,Cork County,South-West,SE,Southern,5,0,22,0,0,99,44,14,27,5,22,157,211,15,8,26,24,37,47,24,3,2,186,76,46,42,8,4,4,6,186
11480,47046001,A047046001,18150,150 Bawncross,Cork County,South-West,SE,Southern,10,0,9,0,0,45,23,7,24,10,9,75,118,7,7,9,9,18,23,15,5,4,97,40,21,9,2,14,2,9,97
11481,47046002,A047046002,18150,150 Bawncross,Cork County,South-West,SE,Southern,14,0,7,3,0,39,22,6,19,14,10,67,110,3,10,16,12,19,15,12,6,5,98,38,13,16,7,10,0,14,98
11357,47047001,A047047001,18108,108 Béal Átha an Ghaorthaidh,Cork County,South-West,SE,Southern,8,1,25,0,0,33,42,5,24,9,25,80,138,2,3,6,12,21,54,16,1,3,118,56,22,20,3,12,2,3,118
11643,47048001,A047048001,18199,199 Béal Átha an Ghaorthaidh,Cork County,South-West,SE,Southern,0,0,11,0,0,33,19,11,27,0,11,63,101,4,5,4,9,24,20,3,4,8,81,26,11,20,5,11,1,7,81
11644,47048002,A047048002,18199,199 Béal Átha an Ghaorthaidh,Cork County,South-West,SE,Southern,24,2,0,0,0,51,34,16,13,26,0,101,140,3,5,13,9,20,46,26,7,4,133,64,19,19,9,15,1,6,133
11645,47048003,A047048003,18199,199 Béal Átha an Ghaorthaidh,Cork County,South-West,SE,Southern,19,1,1,0,0,43,9,9,10,20,1,61,92,3,4,7,14,19,18,10,7,2,84,34,15,18,7,7,0,3,84
11358,47049001,A047049001,18109,109 Bealock,Cork County,South-West,SE,Southern,8,0,28,0,0,61,29,10,20,8,28,100,156,3,11,6,36,20,28,21,11,6,142,35,38,23,15,20,3,8,142
10786,47050001,A047050001,18048,048 Bear,Cork County,South-West,SE,Southern,3,0,10,0,0,15,0,0,13,3,10,15,41,0,2,3,6,5,5,9,2,5,37,13,11,4,0,4,0,5,37
10685,47051001,A047051001,18017,017 Bengour,Cork County,South-West,SE,Southern,7,0,31,0,1,71,28,14,29,7,31,114,181,8,12,17,25,44,17,21,7,12,163,34,52,39,14,8,2,14,163
10939,47053001,A047053001,18079,079 Blackpool,Cork County,South-West,SE,Southern,3,0,13,0,0,77,43,5,13,3,13,125,154,9,4,17,26,21,17,32,15,6,147,37,48,42,11,2,1,6,147
10940,47053002,A047053002,18079,079 Blackpool,Cork County,South-West,SE,Southern,7,0,23,0,0,122,60,17,33,7,23,199,262,5,20,27,44,46,31,53,9,15,250,62,68,76,9,11,2,22,250
10941,47053003,A047053003,18079,079 Blackpool,Cork County,South-West,SE,Southern,5,1,38,0,1,94,68,9,16,6,38,172,232,6,15,14,51,56,56,14,9,2,223,57,86,61,6,6,0,7,223
10942,47054001,A047054001,18080,080 Blarney,Cork County,South-West,SE,Southern,1,2,24,0,1,64,31,9,12,3,24,105,144,6,6,12,12,39,33,12,12,3,135,32,56,35,3,2,2,5,135
10943,47054002,A047054002,18080,080 Blarney,Cork County,South-West,SE,Southern,2,0,6,0,0,120,68,7,7,2,6,195,210,11,7,21,35,52,63,9,7,2,207,56,87,43,6,3,2,10,207
10944,47054003,A047054003,18080,080 Blarney,Cork County,South-West,SE,Southern,3,1,12,0,1,93,68,17,15,4,12,179,210,6,9,13,31,72,46,14,7,3,201,54,72,50,9,5,3,8,201
10945,47054004,A047054004,18080,080 Blarney,Cork County,South-West,SE,Southern,7,0,4,0,0,116,52,7,7,7,4,175,193,11,16,14,34,37,41,6,25,6,190,67,65,39,4,3,4,8,190
10946,47054005,A047054005,18080,080 Blarney,Cork County,South-West,SE,Southern,10,0,10,0,2,70,46,9,4,10,10,127,151,10,6,14,15,54,31,10,6,2,148,56,45,28,5,3,4,7,148
10947,47054006,A047054006,18080,080 Blarney,Cork County,South-West,SE,Southern,4,0,11,0,0,64,73,8,4,4,11,145,164,3,7,12,28,60,39,6,6,1,162,71,50,32,3,3,0,3,162
10948,47054007,A047054007,18080,080 Blarney,Cork County,South-West,SE,Southern,15,2,3,0,0,73,23,5,6,17,3,101,127,4,7,8,19,36,27,8,9,5,123,43,41,25,5,3,0,6,123
10949,47054008,A047054008,18080,080 Blarney,Cork County,South-West,SE,Southern,2,0,15,0,0,104,69,12,16,2,15,185,218,8,8,17,44,69,43,7,9,10,215,56,88,39,7,4,4,17,215
10950,47054009,A047054009,18080,080 Blarney,Cork County,South-West,SE,Southern,3,1,16,1,2,95,48,12,20,4,17,157,198,7,12,14,32,48,40,9,14,13,189,45,80,35,11,3,3,12,189
10951,47054010,A047054010,18080,080 Blarney,Cork County,South-West,SE,Southern,4,1,20,0,1,35,34,2,8,5,20,72,105,4,3,6,12,36,15,9,10,8,103,44,26,17,0,3,3,10,103
10952,47054011,A047054011,18080,080 Blarney,Cork County,South-West,SE,Southern,2,1,14,0,0,60,40,7,18,3,14,107,142,5,4,11,25,32,37,5,7,15,141,51,45,17,3,4,4,17,141
10953,47054012,A047054012,18080,080 Blarney,Cork County,South-West,SE,Southern,1,0,1,0,1,90,56,3,8,1,1,150,160,6,7,22,20,45,40,4,6,7,157,43,66,32,5,2,0,9,157
10954,47054013,A047054013,18080,080 Blarney,Cork County,South-West,SE,Southern,4,0,13,0,0,69,33,11,5,4,13,113,135,5,5,13,35,30,22,4,16,3,133,28,58,29,7,4,1,6,133
10955,47054014,A047054014,18080,080 Blarney,Cork County,South-West,SE,Southern,11,0,19,0,2,128,82,6,13,11,19,218,261,5,11,19,50,64,75,6,13,11,254,88,90,50,9,5,2,10,254
10956,47054015,A047054015,18080,080 Blarney,Cork County,South-West,SE,Southern,3,0,3,0,0,84,61,9,12,3,3,154,172,2,4,12,32,79,23,5,4,5,166,45,71,26,8,4,2,10,166
10957,47054016,A047054016,18080,080 Blarney,Cork County,South-West,SE,Southern,6,1,7,0,0,84,40,8,14,7,7,132,160,5,9,9,35,42,29,3,15,9,156,44,52,30,10,5,2,13,156
10958,47054017,A047054017,18080,080 Blarney,Cork County,South-West,SE,Southern,11,0,3,0,0,46,16,3,4,11,3,65,83,6,4,10,6,21,22,4,6,2,81,25,30,17,3,1,1,4,81
10959,47054018,A047054018,18080,080 Blarney,Cork County,South-West,SE,Southern,14,1,11,0,0,87,35,12,11,15,11,134,171,5,5,24,35,34,37,9,10,10,169,48,66,34,3,5,1,12,169
10960,47054019,A047054019,18080,080 Blarney,Cork County,South-West,SE,Southern,17,0,9,0,0,50,13,7,7,17,9,70,103,5,7,9,17,20,24,9,8,4,103,38,35,16,4,3,0,7,103
10961,47054020,A047054020,18080,080 Blarney,Cork County,South-West,SE,Southern,5,0,4,0,0,35,15,2,4,5,4,52,65,4,3,6,10,10,10,5,8,5,61,17,27,10,2,2,1,2,61
10962,47054021,A047054021,18080,080 Blarney,Cork County,South-West,SE,Southern,32,0,1,0,0,43,15,6,7,32,1,64,104,6,9,4,7,27,22,4,16,5,100,48,31,9,2,3,0,7,100
11482,47055001,A047055001,18151,151 Boherboy,Cork County,South-West,SE,Southern,5,0,5,0,1,49,20,12,17,5,5,82,109,5,6,12,18,17,11,18,6,5,98,37,14,11,15,9,2,10,98
11483,47055002,A047055002,18151,151 Boherboy,Cork County,South-West,SE,Southern,28,0,0,1,0,58,18,9,6,28,1,85,120,4,6,15,16,15,34,17,8,2,117,51,24,17,3,8,5,9,117
10686,47056001,A047056001,18018,018 Boulteen,Cork County,South-West,SE,Southern,10,0,35,0,0,86,54,20,25,10,35,160,230,9,5,20,41,60,35,32,4,7,213,63,68,46,16,9,2,9,213
10687,47056002,A047056002,18018,018 Boulteen,Cork County,South-West,SE,Southern,15,4,15,0,2,90,47,20,29,19,15,159,222,9,18,14,28,39,60,22,7,8,205,68,57,30,28,8,2,12,205
12000,47057001,A047057001,18288,288 Bredagh,Cork County,South-West,SE,Southern,2,1,13,0,0,27,14,7,11,3,13,48,75,3,3,5,10,18,14,10,3,2,68,21,26,9,4,5,1,2,68
12001,47057002,A047057002,18288,288 Bredagh,Cork County,South-West,SE,Southern,8,0,11,0,0,46,35,8,19,8,11,89,127,6,2,6,10,20,35,25,4,2,110,44,40,12,4,2,1,7,110
12002,47057003,A047057003,18288,288 Bredagh,Cork County,South-West,SE,Southern,7,0,5,0,0,29,13,6,13,7,5,48,73,3,4,3,8,10,11,10,10,4,63,20,21,13,2,2,0,5,63
